avgAnnCount,avgDeathsPerYear,PctBachDeg25_Over,PctPrivateCoverage,medIncome,PctUnemployed16_Over,PctHS25_Over,TARGET_deathRate,povertyPercent
142,32,30.6,81.2,92560,3.2,15.5,123.6,6.8
208,59,16.8,80.7,64193,7.1,32.1,146.7,8.1
97,35,11.8,72,65489,5.1,34.7,133.2,9.6
1251,361,25.8,78.3,60957,5.5,16.8,120.4,12.6
81,20,22.5,75.6,65207,4.7,20.7,114.5,7.1
672,223,17,63.9,50169,7.7,24.6,124.8,12.9
12,4,17.1,68.2,42366,2.1,25.3,129.3,14.1
858,275,15.9,72.9,59293,6.3,29.1,134.2,12.3
192,76,20.5,68.2,59089,5.8,32,173.3,9.5
261,100,21.5,61.9,44674,5.7,30.7,176.1,14.4
188,76,16,60,45029,7.2,36.1,184.3,13.9
737,252,29.6,77.7,61908,5,20.6,159,11
48,17,10.7,55.3,35570,9.4,43.3,171.3,19.6
232,95,15.4,67.9,59184,4.9,37.6,187.8,9.1
48,16,20.4,69.9,60081,7.4,29.7,206.1,9.1
128,48,24.3,63.8,49142,4.3,28.6,173.7,12.6
174,63,18.1,66.9,53025,4.5,34.9,175.5,12.8
161,66,14.4,54.6,42089,5.6,38.7,172,16.2
393,150,18.1,65.3,44888,6.6,34.2,178.8,13.5
343,123,23.2,71.3,58673,4.8,29.2,165.8,11
274,112,20.2,63.7,49616,6.8,30.7,183.7,12.9
369,133,19.8,66.3,51513,5.1,31.7,160.4,12.1
221,106,11,61.8,38390,6.8,39.9,216.2,19.4
425,174,25.4,81.9,67083,3.8,18.2,143.8,9.1
98,50,9.9,69.6,45454,5.1,36.9,189.5,15.8
84,35,11.4,68.7,51738,5,34.1,216.5,12.9
181,81,12.2,68.8,43998,6.6,35.7,183.9,13.7
86,36,10.1,68,44397,6.6,36.1,178.9,15.1
657,224,34.5,85.7,107143,3.7,8.3,136.5,8.5
391,163,14.7,74.9,57808,4.7,40.1,167.1,9.8
31,14,12.6,74.8,43852,6,38.9,173,11.5
44,20,10.6,71.6,42624,8.7,39.5,220.5,14.1
180,68,17.7,82.5,63646,4.6,35,148.7,7.8
104,39,7.5,60,37344,10.5,35.7,165.3,21.9
105,56,6.7,51,32083,10.6,34.4,175.8,23.2
82,39,7.6,59.7,38731,11.2,43.5,191.8,22.8
267,115,12.3,70.3,46663,6,36.1,160.1,14.5
163,65,12.9,70.1,56099,8.6,36.7,201.8,11
168,78,10.5,62.9,38474,6.7,34.5,172.5,17
50,23,7.2,67,49768,8.2,39.3,214.2,13.1
76,33,9.2,56.2,36339,4.9,37.6,182.2,20.7
1557,496,22.9,79.6,72972,6.8,24.1,165,8.3
77,38,18.1,75.4,70281,6,28,197.4,8.2
29,13,11.8,65.8,46551,4.1,48.4,169.4,12.4
209,90,14.9,72.7,62394,7.3,34.1,187.1,11
56,24,10,57.4,41409,10.1,36.5,179.2,19
74,46,6.5,57.7,32103,8.4,35.6,218.9,21.3
138,60,9.7,71.1,52288,9.7,39.7,185.4,12.1
66,29,9,67.2,48277,8.5,38.5,183.4,14.5
3959,1229,30.9,81.8,110507,4.9,13,126.9,6.7
272,116,20.5,80.7,89106,5,28.5,162.9,7.4
78,30,12.1,69.8,43355,5.7,35.6,138,14.1
136,56,19,80,64258,5.2,28.4,176.5,7.9
316,124,13.1,67.4,47419,6.2,32,162,16.3
389,157,18.4,75.7,65485,5.2,30.5,185.3,7.7
94,46,9.5,68.7,45979,4.8,40,189.4,13.5
224,90,14.1,76.4,58900,4.7,33.9,200.4,9.7
138,43,24.3,81.6,86610,5,26.9,153.4,7.5
84,50,7.1,56.6,31893,9,41.1,196,19.9
85,32,15.7,69.7,61762,7.4,34.9,156.5,9.6
69,24,4.6,65.8,36459,6.4,42.3,174.7,25.1
211,97,10.1,59.3,39079,7.5,36.5,178.3,18
568,185,23.6,84.7,81940,4.4,27.6,163.7,6.1
1459,565,25.2,76,62446,6.7,22.8,169.1,11
479,163,9.7,55.9,44490,13,24.8,147.7,24.9
416,176,10.8,47.6,36333,14.6,28.3,190.6,24.3
123,54,8.1,66.6,49995,10.9,28.8,169.9,19.4
38150,14010,19.8,55,55686,10,20.7,148.4,18.7
611,212,9.4,45.8,43171,7.5,25.1,147.5,22.3
1625,483,31.4,78.4,94549,5.7,11.8,135.2,8.8
116,43,13.8,68.6,47781,11.6,28.5,147.6,16.2
513,197,15.7,49.3,42840,12.2,26.5,167.5,18.8
877,343,8.7,48,43818,16.2,24.8,162.9,24.8
57,24,13.2,50.8,39172,8.6,26.1,160.8,20.2
45,13,23.1,56.7,59181,13.4,16.8,102.1,11.3
155,62,7.5,52.7,34971,17.6,34.5,192.7,25.4
68,34,10,62.3,34445,9.7,38,195.6,21.2
1601,551,14.2,55.6,57428,8.4,20.8,140.8,17
815,298,21.6,71.8,71063,7.5,19.3,170.2,9
628,227,21.6,66.7,57118,9.8,20.2,144.9,11.4
12694,4410,24.4,65,76061,7.6,17.7,143.8,12.9
1948,686,24.5,78.2,75689,8.3,19.4,153.4,8.3
134,53,13.3,62.3,47964,15.2,23.9,167.2,14
8857,3377,13.4,56.3,56877,12.9,25.8,154.6,17.1
6346,2389,19.1,63.2,55803,11.8,22.3,168.9,18.1
216,75,13.4,64.5,68166,12.2,24.4,150.4,14.1
7241,2778,12.3,54.4,51951,12.6,26.2,168,20.4
419,189,9.1,62.6,39922,7.3,34.7,187.9,17.2
13294,4895,22.1,66.6,66034,8.7,19,157.1,14.7
3948,1387,32.6,72,83788,6.8,12.7,145.1,12.1
2718,1065,12.5,57.2,51527,13.7,26.4,168.9,20.7
1459,520,20.8,71.9,61775,6.6,19.7,149.4,14.5
3648,1186,27.1,76,100806,6.7,16.5,140,7.5
1912,664,19.2,63.2,62116,8,17.7,142.3,17.4
7334,2355,26.1,74.1,97219,7.7,15.2,135,8.5
1225,396,23.2,68.3,64257,7.6,15.5,145.4,16.1
1108,465,12.8,56.4,43661,10.3,25.8,192,14.7
16,9,14.8,58.8,47293,8,34.5,158,13.8
257,106,10.8,65.6,41940,10.9,32.2,189.1,22.4
290,133,15.5,53.4,38641,12.7,24.9,192.6,21.1
2017,744,17.6,69.2,67106,11.4,23.8,176.7,12.3
2647,962,21.4,69.2,66949,8.1,19.9,163.1,11.3
2075,793,11,54.7,50917,15.2,28.3,164.9,18.1
386,155,12.1,54.5,51827,13.2,24.8,155.1,15.2
372,139,9.6,53.1,40782,13.2,30.5,174,18.2
98,41,15,44.8,34961,9,31,189.4,19.9
1436,564,9.5,43.1,42360,12,25.2,155.2,28.1
412,142,13.7,64,49476,12.9,29.7,159.9,14.3
3629,1234,20,66.8,74967,8.6,19,146.1,11.5
252,108,8.2,48.1,26602,16.4,34.6,217.4,35.2
760,282,19.7,70.5,54509,9,19.7,158.9,19.5
291,116,9.9,52.1,41403,14.8,25,182.8,21.6
1522,557,15.2,60.7,59316,7.9,28.8,162.4,12.9
62,24,14.3,53.6,38140,10.4,25.9,165.7,22.5
2362,753,26,70.3,65359,7.2,20.4,140.1,11.2
68,17,23.5,51.8,44508,8.2,26,105.2,14.7
24,13,14.3,51.2,36294,4.5,31.6,188.6,20
24,13,4.8,46.7,35424,8.3,44.5,176.2,32.3
1159,340,31.8,78.3,71546,6.1,12.7,124.1,13.3
215,80,32.8,82.8,85885,5.5,14.7,158.4,4
322,138,6.3,57.7,36241,7.7,35.2,170.6,24
105,39,21.3,63,48840,5.9,26.7,140.8,12.4
10,4,17.3,61,52273,9.3,33.6,124.5,13.4
50,15,25.9,76.8,69115,5.4,22,139.4,8.5
33,14,14.5,45.9,33998,9.7,32.8,138.1,22.9
17,7,8.3,41,27882,14,27.4,116,28.5
22,7,7.8,44.7,32570,27,39.1,110.7,40.5
31,11,21.9,51.9,48368,14,18.7,160.8,14.9
178,78,12.7,53.6,45283,11.7,37.5,163.5,15.6
2459,909,27.3,62.1,54872,6.3,17.7,163.7,15.9
7,4,16.9,59.9,44235,4.6,37.8,122.2,15.4
406,158,13.4,74.2,54298,8.3,35.4,193.8,14.4
984,259,37.8,88.9,107250,4.1,12.9,128.4,3.7
138,26,34.8,72.2,76661,4.4,17.9,80.8,7.8
102,32,22,77.9,83603,6.7,27,148.3,5.9
2600,825,21.9,72,59286,8.4,21,148.5,12.2
288,110,9.4,58.5,41385,9.2,39.2,166.2,19.1
183,58,19.6,58.2,62529,6.9,26.1,126.4,10.2
22,7,20.1,73,64752,4.9,24.4,129.8,7.9
47,16,26.9,64.1,59379,5.7,25.5,123.2,10.4
40,12,40.4,69.1,48940,7.8,17,102.6,14.9
52,21,14.9,54.3,32750,15,27,151.5,22
2635,846,26.4,77.1,70687,5.9,21.3,141.7,8.3
8,5,13.3,64.5,42310,2,34.3,200.9,13.5
40,17,9.5,59.3,46394,5.9,38.5,161,14.9
23,8,20,59.7,46765,5.7,35.5,152.5,16
233,69,27.3,70.6,60658,5.2,19.4,129.3,10.7
1230,419,27.6,75.7,57659,6.7,19,134.1,12.8
80,35,10.5,56.6,39625,9.2,28.3,162.2,17.4
26,11,11.6,64.2,41248,6.3,42.2,147.4,18.3
105,42,9.8,59,45439,9,31.3,150.7,17.7
724,281,17.7,63.2,50106,8.7,29.1,153.9,15.4
615,264,10.1,62.8,39904,9,31.9,201,19
55,21,11.1,64.1,56193,5.9,40.3,164.1,11.2
148,54,15.4,49.9,44163,9.5,29,147.9,16.3
208,87,15.3,54.1,46336,10.2,31.6,151.4,15.5
126,53,8.9,62.9,47631,6.2,32.1,162,13.4
100,41,10.7,46.5,33043,10.7,28.9,150.9,26
20,7,30.8,69.8,57242,6.7,19.4,106.1,9.6
74,23,20.4,71.8,58487,5.6,25.5,137.9,9.4
26,10,14.8,64.4,47006,5.3,29.1,136,11.5
64,12,42.2,75.1,73274,7.7,11.5,59.7,7
3168,1154,16.6,70.5,57732,9,30.2,173.9,12.4
113,37,25.1,70.5,61259,5.2,23.1,160,9
4431,1477,22.3,71.6,70074,7.7,26.2,161.5,10.7
387,149,18.8,73.6,53953,6.7,27.1,153.9,12
2371,1004,15.6,62.7,49072,10,30.8,180,17.7
715,291,21.6,79.7,57737,7.2,24.2,164.4,15
7861,2722,26.2,80.7,84026,6.1,21.1,159.6,8.9
64,16,26.2,74,82596,3,25.4,146.9,7.1
3932,1349,28,83.6,90039,6.9,21,160.9,6.5
3012,1037,22.1,76.7,74576,7.9,29,176,8.5
3190,1170,23.2,64.8,54280,8.7,23.6,178.6,21.5
4132,1539,21.3,74.7,65217,7.8,28.9,171.5,11.5
92,42,9,66.6,36377,12.2,39.9,177,17.5
62,24,13.1,65.8,45308,10.8,43.2,154.2,15.5
484,207,14.5,72,54232,6.1,38.3,166.7,11.4
228,81,10.1,65.7,38121,9.3,33.4,179.3,16.8
161,66,15.8,64.6,45743,9.7,33.7,167.7,13
114,50,7.3,62.9,36460,12,42.8,202.3,19.9
47,22,8.8,69.8,41624,8.1,44.1,182.5,15.8
223,115,12.4,73.7,57235,7.9,36.6,155.7,10.2
616,262,12.5,69.8,46061,9.7,35.6,182.3,16.8
125,50,13.6,68.1,48846,8.4,34.2,179,11.8
945,370,15.5,64.9,44145,9.4,30.6,179,17.7
202,92,9,66.6,46371,7,40.8,170.7,15.2
691,315,13.6,66.5,45916,10,35.7,187.7,15.4
228,125,11.5,65.5,48030,9.7,36.2,181.6,14.8
177,64,16.9,71.3,47991,7.8,31.8,167.7,12.6
180,78,11.8,60.2,41930,13.9,39.4,184.5,16.1
120,49,11.4,67.4,51175,5.7,42.3,169.7,11.3
120,46,15.5,76.2,58419,4.7,36.3,157,8.9
49,24,14.1,65.3,39408,7,35.8,195.8,15.6
114,46,9.1,66.2,47985,5.6,42.2,173,14
416,153,15.6,77.2,56365,5.5,36.5,164,10.6
155,65,9,66,45158,7.1,42.2,174,13.1
781,314,16.3,69.8,53945,9.7,32.8,188.1,15.4
112,37,11.9,78.6,56160,4.7,44.2,126.7,8.9
571,210,19.5,76.9,49790,5.4,27.7,160,12.6
86,36,12.2,71.8,52260,3.6,41.5,166,11.7
132,53,10.3,63.2,40968,8.2,42.4,165.9,15.9
196,78,10.9,74.7,48881,6.1,40.5,184.4,10.9
471,188,14.2,75.2,48430,5.7,39.9,165.9,10.8
743,253,16.1,75.6,54400,5.7,37.1,153.9,9.9
280,119,9.9,69.6,43701,7.5,42.6,182.8,13.4
110,54,9,68.8,43661,7.6,43.8,217.8,13
19,9,10,33.9,36774,14.8,43.8,228.8,29.1
4630,1813,19,60.2,42946,9.3,28.1,189.9,22
238,95,12.4,69.4,52978,6.5,39.4,179.8,14.4
233,91,10.4,73.1,52776,5.5,43.7,184.3,10.5
297,113,15.5,71.8,49040,6.3,34.3,185.3,12.6
845,282,19.7,78.5,59377,3.9,34.2,153.4,10
522,181,30.3,85.2,77364,4.5,22.5,161.9,5
39,18,12.2,70.5,53828,4.6,43,163.1,12.1
108,57,19.1,79.4,68471,3.6,32.6,149.8,10.8
182,99,13.3,69.5,52411,6.8,39,168.1,11.2
308,119,19.6,78.7,52075,7.2,33.7,155.1,15.4
100,41,12.2,67.5,42659,4.6,41.6,170.1,13
1069,371,15.7,70.8,54782,8.4,30.7,166.8,13.1
105,45,10.7,68.9,44026,4.8,41,168.7,13.5
819,344,13.4,69.7,51237,8.5,36.8,186.8,14.9
102,45,10.1,60.6,39999,5.9,43.2,195.2,16.9
249,125,22.8,81.8,75920,4.6,27.7,163.8,4.9
316,141,15.3,71.9,50243,5.5,36.6,176.8,11.9
123,55,14.6,57.9,40701,9.8,34.5,208.5,17
257,101,10.5,68.9,47841,5.4,45.3,168,11.2
659,238,16.1,76.8,55335,5.8,36.7,166.9,9.1
107,37,9.3,69.4,48683,5.5,46.3,131.8,11.7
162,61,13.2,74.6,50266,3.6,38.8,161.1,12.2
160,70,13.5,63.6,46943,4,38.1,168,18
218,72,16.7,65.6,41211,8,31.4,177,14.8
560,217,17.3,73.3,52852,7.2,31.8,185.6,13.7
116,55,14.1,64.8,42079,6.6,38.8,209.5,13.4
707,237,20.9,82.8,69346,4.5,30,153,5.9
2221,750,27.5,84.6,76584,4.2,24.3,155.3,5.8
333,147,12.6,73.5,52850,5.7,43.7,189.4,10.4
158,70,9.8,67,46835,7.2,42.3,181.1,13.9
891,332,18.8,76.3,52711,4.7,34,172.9,12.1
442,165,12.9,72.8,51003,6.6,39.2,156.6,11.3
114,36,27.7,79.8,42838,4.7,17,128.4,24
63,27,14.5,65.3,50437,4.4,31.3,159.8,10.7
146,58,14.7,77,79358,4,34.4,215.9,7.1
77,26,13.6,71.2,58225,4.3,35.6,151.5,12.3
67,30,12.4,74.1,63166,5.1,38,196.6,9.3
28,15,12.8,73.1,59701,4.1,34.7,152.2,8.4
191,81,14.6,59,48624,7.8,31.7,169,14
72,31,14.1,67.1,45721,6.8,29.9,159.5,14.3
37,13,13.1,65.1,44427,3.3,30.8,163,10.9
49,19,16.5,76.9,51434,3.6,36.1,147.8,9.7
435,159,17.8,74.6,57192,5,26.3,156.1,10.8
73,27,15.7,77.6,63575,6.4,31.5,143.3,9
367,139,14.5,69.6,57427,5.1,27.5,168.2,10.4
16,7,17.5,67.9,45251,1.6,28.1,180.6,14.7
158,61,17.5,71.4,55354,3.8,28.5,152,10.8
54,20,14.7,62.6,49713,2.4,30.8,141.5,13
173,65,19.3,73.9,54716,3.4,27.2,168.7,9.9
33,11,17,76.1,77222,5.4,35.2,126.9,6.8
155,49,13.8,74.2,72604,5.4,35.4,141.1,9.8
83,23,37.8,77,75348,2.6,17.9,136.9,7.7
68,24,13.9,71,56800,4.4,36.2,132.8,10
50,21,15,66.8,50802,6.8,29.3,182.3,12.6
37,17,12.9,73.4,55520,5.2,32.2,182.6,13.2
48,17,10.5,58.5,36544,8.9,37.3,157,20.5
98,48,7.6,56.2,44811,9,40.7,210.5,17
51,24,5.6,54.9,39615,12.6,36.7,171.2,23.6
141,60,9.9,55.3,33650,9.4,30.2,225.1,24.8
239,98,13.3,56.9,46288,10.1,29.2,179.8,19.8
959,398,13.2,57.5,41010,9.7,28.8,206.7,18.8
1189,413,16.1,56.1,38454,10.3,24.9,175.5,23.6
110,48,8.5,34.9,22640,19.2,36.9,239.7,44
55,22,7.8,33.5,25562,26.8,27.8,220.9,40.3
7,4,4.4,36.6,37096,11.6,34.9,257.8,39.5
136,55,8.8,61.2,38366,9.3,31.8,193.2,17.2
728,285,12.1,62.3,48018,9.1,31.4,193.7,15.6
102,42,9,52.3,35019,7.9,36.4,194.1,22.7
42,17,6.6,43,26408,15.9,36.4,199.1,38.5
75,35,9.7,46.4,28271,12.9,39.1,216.1,29.8
346,141,10.4,52.2,37367,7.4,28.2,178.6,24.4
55,22,7.9,49.6,33015,10.1,31.1,171,28.2
180,70,21.7,73.5,40797,8.4,20.9,168.3,25.9
232,82,23.5,65.5,51389,8.5,23.9,163.5,14.2
397,149,12.1,58.4,38869,9.6,30.9,161.9,21.7
82,33,8.5,56.4,38471,10.8,35.4,211.9,22.3
118,59,8.4,48.6,32239,10.5,35.1,236,27.1
459,225,14.1,61.8,43374,7.8,27.5,249.7,19.4
165,76,11.5,38.9,26439,16.3,33.8,234.6,40.1
194,86,9.3,57.7,36118,7.5,35.7,212.5,21.6
285,121,14.2,57.5,39937,12.6,29,185,23.6
430,269,26.7,75.2,66671,5.4,16,292.5,13.1
146,66,8.7,48.3,33428,10.4,36.5,205.5,30.4
184,88,9.6,51,37554,8.4,37.7,213.6,21.5
227,80,9.9,58.5,36810,10.9,33.8,174.3,20.1
67,28,10.6,53.7,31963,8.5,32.1,194.5,24.7
137,59,9,55.3,37686,9.8,32.7,181.3,20.7
116,48,10.6,58.2,35185,10.6,30.1,185.3,22.3
54,27,7.3,41.5,28730,19,30.5,204.2,31.3
160,56,21.7,70,34429,13.3,19.3,147.8,29.9
178,83,10.7,51.5,34526,10.3,36.7,224.4,25.9
326,137,9.6,55.9,38465,12.1,31.4,208.6,19.3
69,28,6.1,48,32459,12.9,41.3,202.6,22.6
235,101,10.1,50.8,30078,9.5,34.5,215.8,30.5
150,59,9.5,56.6,40198,6.6,34.7,180.8,17.7
129,63,6.9,51.4,34794,10.2,33.9,203.2,22.3
40,24,9.5,33.8,26204,25.3,29.1,254.5,36.2
697,222,18.7,73.1,58368,5.4,26.9,157.3,11.1
158,62,7.7,48.5,32049,13.1,34.4,211,26.9
33,13,16,41.7,27877,22.1,30.6,215.1,37.4
146,58,8.6,49.4,34338,10.9,38.9,183.7,25.9
75,40,8.2,56.8,38975,4.8,42.2,200.5,20.8
93,39,10.4,55.8,41136,9.7,34.4,214.2,19.5
126,63,9.5,42.3,29227,20.1,28.3,230.1,34.8
70,37,5.2,47.6,28456,19,32.1,235,37.4
141,64,11.3,60.6,40975,10,29.6,215.5,18.5
106,45,7.4,56.9,37026,12.2,32,175.7,19.1
116,49,7.2,57,35550,10.5,38.3,184,17.7
49,21,12.3,46.6,30689,12.4,30.6,236.9,27.9
144,47,8.1,55.6,37667,10.7,33.3,149.4,15.9
77,39,6.6,50.4,31607,11.1,41,202.5,26.4
250,103,13.9,58.7,40397,8,30.1,192.1,21.7
269,127,12.3,40.6,30292,21.7,30.1,241.1,35.1
101,49,8.8,49.2,35425,9.4,36.4,209.4,24.7
69,28,12.1,55.6,34073,11.2,34.5,214.5,22.1
49,24,10,42.3,27596,9.7,36.1,219.7,32.5
114,45,12.3,54.1,34403,12.3,31.5,181.7,26.3
90,39,5.5,55.4,34494,5.7,38.5,235.8,23.4
139,58,9,41.7,30313,19.8,36.2,207.4,34.6
105,43,15.2,73.9,35425,7.9,33.9,162.6,26.9
74,35,14.4,78.1,56309,5,40.5,156,10.7
34,21,15.8,69.8,45997,4.3,42.1,222.4,12.2
150,64,7.4,64.3,41302,8.8,46.9,196.1,17.2
198,85,9.5,57.6,38139,11.4,41.3,172.8,20.2
61,30,12.1,63.9,37581,6.5,39.5,172.5,19.1
100,50,7.7,66.3,41462,6.6,43.3,211.1,18.4
164,72,7.7,56.5,33236,10.2,44.8,209.6,19.5
74,31,7.4,58.5,39033,4,45.4,190.4,20.1
639,229,26.8,80.4,50305,5,20.2,166.2,19.5
465,195,13,65.2,45431,7.5,36.8,189.9,17.8
254,126,9,57.1,35774,9.4,36.7,220.7,21.3
62,26,13.4,70.1,43111,5.2,44,199.3,16.2
228,84,14.3,74.8,49384,5.1,38.3,180.1,14.2
279,107,13.6,59.6,44410,9.1,36,152.7,17.5
360,153,18.1,74.2,47705,6.3,32,170.3,17
59,28,9.8,68.8,39017,8.9,49.6,197.3,16.5
39,21,7.2,47.2,32170,9.7,31.3,255.8,24
473,207,16,75.6,60970,6.7,34.8,182.5,10.5
82,40,9.4,52.8,33631,10.5,42.4,172.7,21.4
52,22,9.6,71.7,43049,3.8,49.2,166.7,12
337,119,17.9,69.3,51831,6.4,31.6,146.6,11.3
47,22,9.1,66.1,43298,4.5,43.3,228.4,15.7
1089,386,21,78.2,61598,6.1,28.9,176.4,9.1
115,51,12.6,73,51221,5.8,38.7,196.5,12.4
376,139,21,75.5,51885,4.9,31.1,168.6,13.3
100,40,13.9,72.7,42166,5.7,41.4,179.9,14
150,65,7.8,54.7,37379,12.7,38.4,206.8,20.7
45,23,9,54.2,37173,7.9,41.3,194.1,18.5
95,40,9.8,50.8,34987,13.2,41.9,179.1,21.7
47,23,11.4,58.8,41610,5.7,40.5,206.3,16.8
47,19,9,70.3,42174,6.8,48.9,123.4,18.6
90,45,8.4,50.3,34411,9.2,39.2,200.1,21.6
64,35,5.8,53.1,31805,9,42.4,166.5,23
168,93,6.9,49.3,31486,8.1,38.6,230,29.8
550,210,11.7,71.6,51978,7.2,34.3,180,11.8
1962.667684,7,17.4,74.7,50886,1.9,37.7,136.2,10.4
1962.667684,6,20,77,45341,2.4,32.7,134,12
1962.667684,13,14,62.3,60279,7.3,28.9,197.8,10.9
1962.667684,9,14.3,76.1,58543,2.9,25.6,150.7,8.3
1962.667684,3,20.4,81.9,52795,2.1,30.3,156.9,10.8
1962.667684,17,11.3,69.4,39732,3.5,40.1,155.4,16.9
1962.667684,5,11.1,58.9,47709,2.3,34.8,164.2,12.8
1962.667684,19,13,71.7,50525,3.7,36.6,194.7,12.9
1962.667684,79,17.3,75.1,55074,4.4,29.6,162.2,12.8
1962.667684,5,11.2,62.4,59596,3.9,20.9,122.6,10.7
1962.667684,4,18.4,79.2,52394,2.5,25.9,127.6,8.8
1962.667684,31,12.5,77.7,53796,4.4,40.6,178.7,10.3
1962.667684,42,12.7,77.6,56927,6.9,40.7,173,9.4
1962.667684,11,11.3,74.8,44101,2.5,39.4,165.8,13.5
1962.667684,796,33.6,84,76104,4.5,15.2,146.8,6.6
1962.667684,9,10.5,77.5,53484,1.8,23.4,209.6,12.2
1962.667684,16,14.8,71.5,53378,5.7,34.8,129.4,11.2
1962.667684,6,17.9,73.1,46318,4,26.9,141.4,12.8
1962.667684,4,15.5,78.2,53739,2.4,29.7,148.6,10.9
1962.667684,126,16.4,80.2,65549,5.9,30.9,166.5,10.9
1962.667684,9,15.6,70.8,44896,6.5,32.3,164.5,12.7
1962.667684,31,10.5,75,44520,8.3,37.2,219.4,14.8
1962.667684,6,11.7,79.1,49852,3.9,35.5,129.1,9.7
1962.667684,65,16.6,67.3,43038,7.2,33.4,182.9,18
1962.667684,70,19.3,80.7,57878,3.1,29.1,161.2,8.8
1962.667684,30,14.7,74.9,47723,5,36.4,143.8,11.9
1962.667684,25,11.8,77.7,47901,3,44.8,150.8,11.1
1962.667684,11,16.4,76.1,53903,2.8,31.1,176.2,11.7
1962.667684,56,16.5,81.1,63924,5.6,32.5,150.2,9.5
1962.667684,16,18,79.5,48645,2.6,34,151.3,11.2
1962.667684,99,11.2,64.2,42221,8.7,32.1,208.4,18
1962.667684,20,10,75.9,44774,3.2,35.7,193.4,12.5
1962.667684,7,10.6,70.9,55378,5.8,32.5,165.4,11.1
1962.667684,25,16.8,80.4,54149,1.7,41.9,147.7,9.9
1962.667684,42,12.1,67.8,41527,4.7,33.6,183.5,17.7
1962.667684,7,15.5,77.2,51923,2.7,35.9,128.7,10
1962.667684,10,15.2,72.8,44846,1.7,34.6,109.9,13.5
1962.667684,39,12.8,71.9,52749,8.2,40.5,181.3,12.9
1962.667684,12,15.1,74.6,38848,4,36.3,166.2,12.9
1962.667684,13,15.2,77.8,52744,5.3,32.9,151.2,10.4
1962.667684,18,12.7,72.8,47351,1.9,28,182.5,13.9
1962.667684,16,15.5,75.8,45856,4.3,35.3,171.1,11.4
1962.667684,36,21.2,80.4,65373,3.7,31.2,153.9,10
1962.667684,25,18,71.8,54701,5.6,26.5,177.9,10.3
1962.667684,9,18.6,77.6,44932,2.3,30.8,177.8,11.8
1962.667684,152,13.8,69.7,46533,5.7,28.6,172.6,15.8
1962.667684,15,13.4,74.7,42381,3.8,35.1,154.1,12.7
1962.667684,24,14,70.1,49152,5.5,30.5,173.6,14.7
1962.667684,70,24.1,85.4,46468,5.8,17.4,154.3,20.2
1962.667684,13,14.1,71.5,48383,4.1,36.8,164.7,12
1962.667684,8,12.8,75.2,43083,5.6,33,114.3,12.1
1962.667684,20,13.1,70.5,45443,6.9,32.8,151.9,13.3
1962.667684,118,15.2,70.9,48460,5,33.5,175.6,13
1962.667684,11,15.7,84.1,56032,5.8,33.4,160.5,8.3
1962.667684,864,19.7,69.2,51175,6.9,26.8,171.5,14.7
1962.667684,29,8.5,61.5,47381,9,24.8,164.4,15.7
1962.667684,374,18.7,71.7,52795,6.8,31.1,171.6,15
1962.667684,7,15.9,73.4,52300,1.2,33.8,143.1,10.9
1962.667684,14,9.8,65.3,43100,4,33.3,161.6,16.2
1962.667684,13,13,76,41303,3.2,35.3,157.6,13.5
1962.667684,9,17,64.7,45945,2.6,28.7,126,14.1
1962.667684,4,16.4,76.6,56591,2.4,27.4,127.9,11.5
1962.667684,10,12.7,69.7,59773,3,35.6,148.2,9.7
1962.667684,53,14.1,72.7,52476,7,35.9,170.1,13.3
1962.667684,15,18.6,81,50639,2.7,28.9,154.5,11.3
1962.667684,9,18.5,83.3,46859,1,33.2,177.9,9.9
1962.667684,14,16.1,80.9,59160,6.2,38.9,150.3,9.6
1962.667684,4,19.6,75.3,49109,5.4,32.9,175.5,12
1962.667684,18,13.2,74.4,43264,3.1,38,172.4,10.8
1962.667684,6,12.5,71.7,53447,3.1,29.6,177.6,11.5
1962.667684,23,9.9,60.1,39764,6.5,36.8,171.1,16.7
1962.667684,16,12.7,63.1,35502,4.6,38.8,293.9,18.4
1962.667684,326,10.7,51.4,37087,11.2,32.9,221.8,24.4
106,46,9.3,56.1,31558,7.7,36.3,200.2,26.3
101,47,7.7,59.5,39801,9.2,36,195.1,19
119,47,11.4,77,54331,6.9,38.8,202.2,11.3
51,22,8,61.5,44732,6.2,39.4,191.3,16.8
258,102,9,60.6,37666,7.6,41.5,192,19.5
79,33,9.1,51.7,34126,14,39.2,238.5,22.7
177,80,5,39.7,24868,11.6,35.6,223,33.5
526,183,20.1,80.2,66939,5.6,28.1,175.7,8
120,45,10.9,65.3,42812,9.9,36.7,176.5,19.2
332,130,10.3,61.7,40224,10.5,35.9,198.2,23.1
176,68,11.8,65.3,41538,7.1,35,179.1,17.5
61,23,9.2,66.7,41910,8.3,43.4,236.8,18.6
87,38,5.1,37.7,28647,12.4,34.3,232.3,33
126,51,5.1,62.3,41547,11.5,44,199.5,19.2
407,126,9.2,77,54924,7.6,40.8,174,12.3
72,32,4.5,54.5,35219,6.1,43.3,202.9,20.6
92,40,7.7,60.5,42640,8.7,44.9,224.7,18.2
211,84,16.1,69.9,37705,9.1,31.6,195.3,20.2
507,194,18.2,72.4,52349,6.8,31,198.6,13.2
37,16,7.9,55.9,40701,6.8,38.2,213.4,17
60,26,6.3,54.9,43615,13.2,44,217.3,20.4
